Datetime,open,high,low,close,volume
2026-07-05 02:05:00+00:00,62763.98828125,62769.8203125,62730.37109375,62730.37109375,0
2026-07-05 02:10:00+00:00,62736.44921875,62747.1484375,62677.96875,62689.03125,99594240
2026-07-05 02:15:00+00:00,62678.0,62694.80859375,62595.0,62694.44140625,0
2026-07-05 02:20:00+00:00,62702.23828125,62723.53125,62653.359375,62655.0703125,117903360
2026-07-05 02:25:00+00:00,62653.37109375,62701.12890625,62631.80078125,62701.12109375,105783296
2026-07-05 02:30:00+00:00,62684.16015625,62724.328125,62668.76171875,62710.9296875,0
2026-07-05 02:35:00+00:00,62710.94140625,62739.58984375,62687.28125,62705.7109375,439185408
2026-07-05 02:40:00+00:00,62711.87109375,62731.6015625,62584.109375,62584.109375,54335488
2026-07-05 02:45:00+00:00,62579.44921875,62634.87109375,62558.01171875,62576.359375,111165440
2026-07-05 02:50:00+00:00,62573.2890625,62616.390625,62548.640625,62581.30859375,0
2026-07-05 02:55:00+00:00,62581.30859375,62639.98046875,62581.30859375,62639.98046875,0
2026-07-05 03:00:00+00:00,62641.03125,62694.98828125,62641.03125,62694.98828125,33638400
2026-07-05 03:05:00+00:00,62688.01171875,62721.171875,62688.01171875,62707.9296875,0
2026-07-05 03:10:00+00:00,62706.0,62724.96875,62694.6796875,62707.19140625,47044608
2026-07-05 03:15:00+00:00,62702.640625,62715.671875,62693.3515625,62693.3515625,66236416
2026-07-05 03:20:00+00:00,62690.3203125,62690.3203125,62622.5703125,62668.66015625,0
2026-07-05 03:25:00+00:00,62666.640625,62666.640625,62594.609375,62612.4609375,518113280
2026-07-05 03:30:00+00:00,62612.4609375,62671.3984375,62606.16015625,62634.87109375,0
2026-07-05 03:35:00+00:00,62634.87109375,62712.87109375,62634.87109375,62710.0,48879616
2026-07-05 03:40:00+00:00,62706.01171875,62712.5,62671.21875,62681.19140625,0
2026-07-05 03:45:00+00:00,62673.5703125,62715.96875,62665.69140625,62715.96875,0
2026-07-05 03:50:00+00:00,62714.01171875,62732.421875,62682.48828125,62715.98828125,0
2026-07-05 03:55:00+00:00,62718.01953125,62738.5703125,62710.19140625,62711.2109375,588232704
2026-07-05 04:00:00+00:00,62708.78125,62720.05859375,62655.98828125,62695.671875,0
2026-07-05 04:05:00+00:00,62695.66015625,62721.98828125,62665.6796875,62700.0,114706432
2026-07-05 04:10:00+00:00,62712.26953125,62756.62890625,62712.26953125,62733.9296875,0
2026-07-05 04:15:00+00:00,62731.98828125,62759.30859375,62730.359375,62756.5703125,79624192
2026-07-05 04:20:00+00:00,62763.53125,62835.5,62763.51953125,62812.0,31039488
2026-07-05 04:25:00+00:00,62814.78125,62815.87109375,62796.23828125,62810.01171875,0
2026-07-05 04:30:00+00:00,62812.1015625,62887.33984375,62807.828125,62852.94140625,0
2026-07-05 04:35:00+00:00,62856.609375,62887.44140625,62843.3984375,62843.3984375,30660608
2026-07-05 04:40:00+00:00,62862.7890625,62894.0703125,62862.7890625,62879.98828125,70946816
2026-07-05 04:45:00+00:00,62879.98828125,62882.6796875,62783.859375,62805.5,0
2026-07-05 04:50:00+00:00,62805.5,62805.5,62756.078125,62757.1015625,27150336
2026-07-05 04:55:00+00:00,62757.1015625,62786.51171875,62757.1015625,62776.44140625,0
2026-07-05 05:00:00+00:00,62745.76171875,62752.421875,62696.48828125,62723.44921875,0
2026-07-05 05:05:00+00:00,62718.0390625,62735.94921875,62678.51953125,62703.80078125,0
2026-07-05 05:10:00+00:00,62696.48046875,62724.0,62689.87890625,62691.62109375,580362240
2026-07-05 05:15:00+00:00,62691.30859375,62733.4296875,62691.30859375,62729.140625,0
2026-07-05 05:20:00+00:00,62729.1484375,62730.5703125,62687.80859375,62690.890625,564981760
2026-07-05 05:25:00+00:00,62690.890625,62724.19140625,62690.890625,62698.69140625,0
2026-07-05 05:30:00+00:00,62693.98046875,62749.98828125,62693.98046875,62733.1796875,8345600
2026-07-05 05:35:00+00:00,62733.1796875,62735.390625,62673.44921875,62693.3984375,34721792
2026-07-05 05:40:00+00:00,62688.51953125,62688.51953125,62601.1015625,62619.4609375,58644480
2026-07-05 05:45:00+00:00,62616.94140625,62659.98828125,62615.73828125,62659.98828125,0
2026-07-05 05:50:00+00:00,62659.98828125,62712.69140625,62656.609375,62692.98046875,48046080
2026-07-05 05:55:00+00:00,62692.98828125,62709.98046875,62679.96875,62679.96875,0
2026-07-05 06:00:00+00:00,62687.51171875,62687.51171875,62622.55859375,62647.98828125,45391872
2026-07-05 06:05:00+00:00,62651.98828125,62674.91015625,62644.12109375,62644.12109375,92698624
2026-07-05 06:10:00+00:00,62621.51953125,62665.328125,62613.73046875,62665.328125,0
2026-07-05 06:15:00+00:00,62665.328125,62721.98046875,62654.76171875,62721.98046875,0
2026-07-05 06:20:00+00:00,62721.96875,62742.6796875,62714.9609375,62732.8984375,0
2026-07-05 06:25:00+00:00,62732.8984375,62740.640625,62719.0703125,62740.640625,0
2026-07-05 06:30:00+00:00,62740.640625,62769.26953125,62724.76953125,62769.26953125,0
2026-07-05 06:35:00+00:00,62759.078125,62764.37109375,62703.01953125,62714.87109375,0
2026-07-05 06:40:00+00:00,62714.87109375,62714.87109375,62687.23828125,62700.01171875,0
2026-07-05 06:45:00+00:00,62687.23828125,62720.0,62687.23828125,62720.0,683557888
2026-07-05 06:50:00+00:00,62708.80078125,62731.1796875,62697.44921875,62731.1796875,0
2026-07-05 06:55:00+00:00,62731.1796875,62742.671875,62716.76171875,62722.05859375,0
2026-07-05 07:00:00+00:00,62722.05859375,62742.33984375,62716.0390625,62718.80859375,0
2026-07-05 07:05:00+00:00,62718.80859375,62736.51953125,62711.87890625,62711.87890625,0
2026-07-05 07:10:00+00:00,62706.859375,62718.359375,62700.76171875,62702.51171875,54867968
2026-07-05 07:15:00+00:00,62698.25,62732.6796875,62679.140625,62690.30078125,0
2026-07-05 07:20:00+00:00,62681.078125,62757.109375,62662.6015625,62730.3515625,16373760
2026-07-05 07:25:00+00:00,62730.3515625,62730.3515625,62685.69921875,62695.05859375,122785792
2026-07-05 07:30:00+00:00,62705.7109375,62792.01171875,62705.7109375,62780.58984375,0
2026-07-05 07:35:00+00:00,62785.6015625,62850.33984375,62785.6015625,62830.05859375,0
2026-07-05 07:40:00+00:00,62834.578125,62883.96875,62834.578125,62863.46875,0
2026-07-05 07:45:00+00:00,62858.12890625,62869.078125,62838.73046875,62868.01171875,0
2026-07-05 07:50:00+00:00,62868.01171875,62949.03125,62866.890625,62949.03125,0
2026-07-05 07:55:00+00:00,62949.03125,63001.37890625,62940.0,62958.44140625,10342400
2026-07-05 08:00:00+00:00,62958.1484375,63043.94921875,62943.44140625,62967.51953125,86218752
2026-07-05 08:05:00+00:00,62952.12109375,62952.12109375,62916.19921875,62929.37109375,0
2026-07-05 08:10:00+00:00,62933.62890625,62976.3984375,62896.75,62952.140625,993280
2026-07-05 08:15:00+00:00,62961.3515625,62988.51171875,62899.76171875,62915.16015625,116559872
2026-07-05 08:20:00+00:00,62920.62890625,62936.69921875,62893.30859375,62893.30859375,59557888
2026-07-05 08:25:00+00:00,62893.30078125,62893.30078125,62856.12109375,62880.94140625,0
2026-07-05 08:30:00+00:00,62881.26953125,62936.7109375,62879.98828125,62879.98828125,0
2026-07-05 08:35:00+00:00,62879.98828125,62907.30859375,62853.5703125,62887.171875,130828288
2026-07-05 08:40:00+00:00,62881.2890625,62902.44921875,62874.0,62881.28125,0
2026-07-05 08:45:00+00:00,62881.28125,62925.37109375,62878.76171875,62905.921875,0
2026-07-05 08:50:00+00:00,62893.6015625,62893.6015625,62841.0703125,62863.87109375,42276864
2026-07-05 08:55:00+00:00,62865.98046875,62893.609375,62854.890625,62858.33984375,0
2026-07-05 09:00:00+00:00,62863.6796875,62876.75,62821.03125,62839.98828125,5953536
2026-07-05 09:05:00+00:00,62839.98828125,62850.46875,62822.78125,62841.23828125,0
2026-07-05 09:10:00+00:00,62847.390625,62847.390625,62813.51953125,62815.1015625,0
2026-07-05 09:15:00+00:00,62819.98828125,62822.171875,62800.359375,62815.48828125,23611392
2026-07-05 09:20:00+00:00,62815.48828125,62815.48828125,62686.578125,62696.46875,0
2026-07-05 09:25:00+00:00,62696.46875,62707.71875,62675.0,62679.140625,49186816
2026-07-05 09:30:00+00:00,62679.140625,62714.0,62665.96875,62667.51953125,19017728
2026-07-05 09:35:00+00:00,62667.51953125,62690.98828125,62524.0,62524.0,13565952
2026-07-05 09:40:00+00:00,62523.98046875,62553.26171875,62409.03125,62468.1484375,80941056
2026-07-05 09:45:00+00:00,62480.5,62549.46875,62467.1796875,62527.078125,135684096
2026-07-05 09:50:00+00:00,62527.078125,62573.26953125,62521.5,62529.30078125,39114752
2026-07-05 09:55:00+00:00,62536.30859375,62573.26953125,62536.30859375,62569.5,0
2026-07-05 10:00:00+00:00,62557.87890625,62600.421875,62487.21875,62597.9296875,91678720
2026-07-05 10:05:00+00:00,62585.62109375,62618.94140625,62570.671875,62610.87109375,0
2026-07-05 10:10:00+00:00,62610.87109375,62669.91015625,62610.87109375,62634.87890625,29767680
2026-07-05 10:15:00+00:00,62626.2109375,62638.8203125,62579.44140625,62638.8203125,168257536
2026-07-05 10:20:00+00:00,62638.8203125,62679.578125,62638.8203125,62664.01171875,0
2026-07-05 10:25:00+00:00,62664.01171875,62664.01171875,62628.71875,62638.078125,0
2026-07-05 10:30:00+00:00,62638.078125,62676.921875,62613.3203125,62618.328125,0
2026-07-05 10:35:00+00:00,62618.328125,62646.6015625,62618.328125,62622.55859375,553615360
2026-07-05 10:40:00+00:00,62619.48828125,62646.58984375,62619.48046875,62634.75,91015168
2026-07-05 10:45:00+00:00,62644.109375,62690.3203125,62623.12890625,62684.1796875,0
2026-07-05 10:50:00+00:00,62684.171875,62699.98828125,62668.76171875,62699.98046875,0
2026-07-05 10:55:00+00:00,62699.98046875,62700.78125,62689.46875,62700.78125,0
2026-07-05 11:00:00+00:00,62700.78125,62739.6015625,62638.078125,62638.46875,109461504
2026-07-05 11:05:00+00:00,62641.21875,62656.390625,62641.21875,62654.48046875,17340416
2026-07-05 11:10:00+00:00,62654.48046875,62659.51171875,62622.5703125,62654.19140625,315392
2026-07-05 11:15:00+00:00,62647.19921875,62647.19921875,62595.2890625,62610.23046875,0
2026-07-05 11:20:00+00:00,62610.23828125,62617.4609375,62575.26171875,62576.33984375,0
2026-07-05 11:25:00+00:00,62576.33984375,62592.23828125,62557.87109375,62573.28125,120201216
2026-07-05 11:30:00+00:00,62564.0390625,62667.98828125,62564.0390625,62651.01171875,0
2026-07-05 11:35:00+00:00,62654.19140625,62667.98828125,62641.5,62649.26953125,0
2026-07-05 11:40:00+00:00,62648.0,62658.08984375,62634.87890625,62658.08984375,77041664
2026-07-05 11:45:00+00:00,62628.44921875,62668.75,62628.44921875,62631.80078125,0
2026-07-05 11:50:00+00:00,62631.80078125,62636.5,62597.921875,62610.33984375,13402112
2026-07-05 11:55:00+00:00,62610.3984375,62615.98046875,62577.16015625,62577.16015625,6995968
2026-07-05 12:00:00+00:00,62597.921875,62597.921875,62512.98046875,62540.2109375,0
2026-07-05 12:05:00+00:00,62545.55078125,62573.26953125,62533.23828125,62533.96875,0
2026-07-05 12:10:00+00:00,62543.25,62571.5703125,62543.25,62567.37109375,0
2026-07-05 12:15:00+00:00,62569.21875,62623.21875,62569.21875,62592.01953125,643298304
2026-07-05 12:20:00+00:00,62594.01953125,62679.328125,62585.6484375,62679.328125,0
2026-07-05 12:25:00+00:00,62684.1484375,62699.3984375,62669.328125,62699.3984375,3917824
2026-07-05 12:30:00+00:00,62699.3984375,62715.98828125,62613.30859375,62613.30859375,743006208
2026-07-05 12:35:00+00:00,62628.7109375,62699.05859375,62627.171875,62674.921875,0
2026-07-05 12:40:00+00:00,62674.921875,62674.9296875,62648.26953125,62658.0,0
2026-07-05 12:45:00+00:00,62658.0,62683.98046875,62654.51953125,62679.8984375,79677440
2026-07-05 12:50:00+00:00,62677.62890625,62684.98828125,62650.28125,62684.98828125,0
2026-07-05 12:55:00+00:00,62679.21875,62692.421875,62671.83984375,62692.421875,25706496
2026-07-05 13:00:00+00:00,62687.71875,62687.71875,62644.62109375,62662.58984375,0
2026-07-05 13:05:00+00:00,62662.58984375,62760.08984375,62657.921875,62718.0390625,121534464
2026-07-05 13:10:00+00:00,62718.0390625,62718.0390625,62678.0,62678.0,0
2026-07-05 13:15:00+00:00,62675.5,62686.140625,62648.0390625,62686.140625,98136064
2026-07-05 13:20:00+00:00,62686.80078125,62714.94921875,62668.0,62677.91015625,0
2026-07-05 13:25:00+00:00,62690.30859375,62696.46875,62600.48046875,62639.66015625,0
2026-07-05 13:30:00+00:00,62628.359375,62674.19140625,62622.55859375,62648.66015625,605634560
2026-07-05 13:35:00+00:00,62643.4609375,62665.05078125,62635.44921875,62663.5390625,0
2026-07-05 13:40:00+00:00,62663.5390625,62694.76953125,62663.5390625,62694.0390625,60581888
2026-07-05 13:45:00+00:00,62700.75,62763.8515625,62700.75,62752.6015625,22669312
2026-07-05 13:50:00+00:00,62752.58984375,62752.6015625,62699.55859375,62741.23828125,0
2026-07-05 13:55:00+00:00,62741.23828125,62741.23828125,62724.171875,62738.80078125,24207360
2026-07-05 14:00:00+00:00,62738.80078125,62763.80078125,62656.44140625,62658.05859375,0
2026-07-05 14:05:00+00:00,62658.05078125,62693.28125,62658.05078125,62688.48828125,154290176
2026-07-05 14:10:00+00:00,62688.48046875,62703.98828125,62659.8203125,62692.16015625,0
2026-07-05 14:15:00+00:00,62683.19140625,62683.19140625,62635.4609375,62640.01171875,0
2026-07-05 14:20:00+00:00,62640.8515625,62659.98828125,62618.5,62653.890625,0
2026-07-05 14:25:00+00:00,62644.12890625,62674.921875,62644.12890625,62661.76171875,78262272
2026-07-05 14:30:00+00:00,62654.96875,62677.98828125,62613.26953125,62615.1015625,0
2026-07-05 14:35:00+00:00,62615.1015625,62709.66015625,62600.01171875,62709.66015625,0
2026-07-05 14:40:00+00:00,62709.66015625,62725.98046875,62678.0,62688.421875,0
2026-07-05 14:45:00+00:00,62688.421875,62696.46875,62663.390625,62671.30859375,2346896384
2026-07-05 14:50:00+00:00,62671.3984375,62681.05859375,62661.98828125,62676.48046875,14043136
2026-07-05 14:55:00+00:00,62676.48828125,62760.01171875,62676.48046875,62758.87109375,0
2026-07-05 15:00:00+00:00,62751.9296875,62868.9609375,62745.98828125,62858.140625,0
2026-07-05 15:05:00+00:00,62859.69921875,62885.87890625,62813.48828125,62820.94140625,55373824
2026-07-05 15:10:00+00:00,62821.98046875,62821.98046875,62755.8984375,62755.8984375,44021760
2026-07-05 15:15:00+00:00,62753.390625,62767.3203125,62702.66015625,62734.66015625,0
2026-07-05 15:20:00+00:00,62732.1796875,62746.578125,62682.98046875,62704.98828125,0
2026-07-05 15:25:00+00:00,62711.87109375,62741.98828125,62711.87109375,62718.609375,0
2026-07-05 15:30:00+00:00,62718.609375,62770.390625,62714.96875,62761.98828125,0
2026-07-05 15:35:00+00:00,62760.6015625,62843.140625,62737.51171875,62752.2890625,545352704
2026-07-05 15:40:00+00:00,62756.1484375,62763.328125,62641.0390625,62645.75,0
2026-07-05 15:45:00+00:00,62631.0703125,62689.44140625,62621.25,62674.83984375,0
2026-07-05 15:50:00+00:00,62674.8515625,62702.48828125,62669.87890625,62691.5390625,466054144
2026-07-05 15:55:00+00:00,62691.2109375,62705.7109375,62682.66015625,62686.171875,0
2026-07-05 16:00:00+00:00,62686.171875,62710.140625,62674.921875,62677.98828125,554123264
2026-07-05 16:05:00+00:00,62663.98828125,62708.7890625,62643.2109375,62643.2109375,0
2026-07-05 16:10:00+00:00,62643.2109375,62677.98828125,62635.5,62635.5,0
2026-07-05 16:15:00+00:00,62641.0390625,62666.2890625,62633.421875,62666.2890625,0
2026-07-05 16:20:00+00:00,62659.53125,62667.80859375,62604.078125,62667.80859375,0
2026-07-05 16:25:00+00:00,62667.80859375,62667.80859375,62563.71875,62570.19140625,0
2026-07-05 16:30:00+00:00,62570.19140625,62608.98828125,62561.78125,62596.44921875,0
2026-07-05 16:35:00+00:00,62590.390625,62612.01953125,62567.73046875,62571.21875,628639744
2026-07-05 16:40:00+00:00,62570.2109375,62585.9609375,62561.58984375,62575.3515625,26765312
2026-07-05 16:45:00+00:00,62576.3515625,62591.8203125,62574.30859375,62574.30859375,0
2026-07-05 16:50:00+00:00,62569.1484375,62575.12890625,62542.55078125,62574.37109375,106430464
2026-07-05 16:55:00+00:00,62582.51953125,62599.98828125,62569.98046875,62569.98046875,0
2026-07-05 17:00:00+00:00,62584.05078125,62674.140625,62584.05078125,62674.140625,0
2026-07-05 17:05:00+00:00,62680.609375,62684.1484375,62641.73828125,62671.48046875,0
2026-07-05 17:10:00+00:00,62670.0,62670.0,62640.0,62662.390625,0
2026-07-05 17:15:00+00:00,62670.58984375,62671.26171875,62646.19140625,62646.19921875,94439424
2026-07-05 17:20:00+00:00,62646.2109375,62760.5,62641.0390625,62736.3203125,0
2026-07-05 17:25:00+00:00,62727.28125,62732.62109375,62628.71875,62632.21875,99917824
2026-07-05 17:30:00+00:00,62632.23046875,62658.0703125,62596.4296875,62634.87109375,39938048
2026-07-05 17:35:00+00:00,62640.98828125,62650.26953125,62622.55859375,62630.1015625,0
2026-07-05 17:40:00+00:00,62626.51171875,62628.37109375,62550.0,62550.0,0
2026-07-05 17:45:00+00:00,62549.98828125,62613.30859375,62549.98828125,62593.01953125,0
2026-07-05 17:50:00+00:00,62589.44921875,62594.83984375,62550.0,62559.19140625,0
2026-07-05 17:55:00+00:00,62559.19140625,62582.51171875,62548.640625,62571.3984375,0
2026-07-05 18:00:00+00:00,62571.41015625,62591.75,62563.80078125,62590.1796875,0
2026-07-05 18:05:00+00:00,62604.0,62633.94921875,62571.73046875,62609.05078125,0
2026-07-05 18:10:00+00:00,62609.05859375,62618.640625,62594.83984375,62604.0703125,30420992
2026-07-05 18:15:00+00:00,62606.5390625,62653.3515625,62606.5390625,62631.5703125,0
2026-07-05 18:20:00+00:00,62634.76953125,62647.19140625,62624.51171875,62629.98828125,0
2026-07-05 18:25:00+00:00,62629.98828125,62671.640625,62626.390625,62629.921875,0
2026-07-05 18:30:00+00:00,62627.46875,62669.98828125,62624.62109375,62669.98828125,0
2026-07-05 18:35:00+00:00,62667.6484375,62705.71875,62656.44140625,62705.71875,0
2026-07-05 18:40:00+00:00,62704.87890625,62707.96875,62692.01171875,62706.859375,34248704
2026-07-05 18:45:00+00:00,62714.94140625,62730.3515625,62680.01953125,62730.3515625,0
2026-07-05 18:50:00+00:00,62730.3515625,62810.5390625,62708.80078125,62779.76171875,0
2026-07-05 18:55:00+00:00,62779.75,62779.76171875,62739.6015625,62764.58984375,0
2026-07-05 19:00:00+00:00,62745.76171875,62797.08984375,62721.12109375,62755.390625,28988416
2026-07-05 19:05:00+00:00,62755.76171875,62773.98828125,62731.44921875,62768.87890625,0
2026-07-05 19:10:00+00:00,62749.73046875,62816.078125,62749.69140625,62788.6015625,11820032
2026-07-05 19:15:00+00:00,62802.0,62824.53125,62782.8203125,62786.1484375,0
2026-07-05 19:20:00+00:00,62784.171875,62784.609375,62723.44921875,62723.66015625,0
2026-07-05 19:25:00+00:00,62732.3203125,62738.6015625,62672.16015625,62738.6015625,46209024
2026-07-05 19:30:00+00:00,62730.80078125,62779.62890625,62711.87890625,62743.328125,27479040
2026-07-05 19:35:00+00:00,62740.51171875,62748.83984375,62733.44140625,62738.80078125,0
2026-07-05 19:40:00+00:00,62738.80078125,62748.12109375,62712.91015625,62748.12109375,0
2026-07-05 19:45:00+00:00,62750.7890625,62779.98828125,62725.48046875,62725.48046875,558272512
2026-07-05 19:50:00+00:00,62722.890625,62730.3515625,62702.69921875,62717.01171875,43218944
2026-07-05 19:55:00+00:00,62720.05859375,62726.03125,62708.01171875,62718.0390625,0
2026-07-05 20:00:00+00:00,62711.078125,62742.671875,62711.078125,62712.91015625,0
2026-07-05 20:05:00+00:00,62709.5703125,62775.91015625,62709.5703125,62761.1484375,86843392
2026-07-05 20:10:00+00:00,62764.23828125,62781.41015625,62755.01171875,62762.87890625,0
2026-07-05 20:15:00+00:00,62760.48046875,62764.890625,62679.140625,62679.140625,0
2026-07-05 20:20:00+00:00,62688.19140625,62711.3984375,62681.078125,62703.12890625,35878912
2026-07-05 20:25:00+00:00,62703.98828125,62704.359375,62644.12890625,62671.171875,0
2026-07-05 20:30:00+00:00,62663.78125,62687.75,62643.5,62687.75,0
2026-07-05 20:35:00+00:00,62674.9296875,62687.23046875,62662.6015625,62687.23046875,3699712
2026-07-05 20:40:00+00:00,62680.01953125,62692.01171875,62680.01953125,62692.0,0
2026-07-05 20:45:00+00:00,62692.0,62705.7109375,62688.80859375,62692.41015625,0
2026-07-05 20:50:00+00:00,62690.30859375,62708.78125,62681.6484375,62681.6484375,0
2026-07-05 20:55:00+00:00,62690.30859375,62701.44140625,62673.9296875,62673.9296875,3450880
2026-07-05 21:00:00+00:00,62673.9296875,62673.94140625,62613.328125,62613.328125,0
2026-07-05 21:05:00+00:00,62607.16015625,62616.390625,62552.78125,62581.62109375,0
2026-07-05 21:10:00+00:00,62587.98046875,62699.98828125,62587.98046875,62686.01953125,446503936
2026-07-05 21:15:00+00:00,62672.98046875,62832.0,62664.71875,62832.0,192096256
2026-07-05 21:20:00+00:00,62841.80078125,62877.7109375,62795.0390625,62820.26171875,0
2026-07-05 21:25:00+00:00,62817.9296875,62881.26953125,62805.91015625,62862.80078125,117835776
2026-07-05 21:30:00+00:00,62865.5703125,62982.921875,62855.19140625,62855.19140625,0
2026-07-05 21:35:00+00:00,62862.7890625,62919.109375,62835.078125,62873.890625,64964608
2026-07-05 21:40:00+00:00,62884.3515625,62970.25,62866.33984375,62968.69140625,0
2026-07-05 21:45:00+00:00,62968.69140625,62983.609375,62899.80078125,62910.62109375,0
2026-07-05 21:50:00+00:00,62910.62109375,63009.98828125,62883.421875,62995.23828125,0
2026-07-05 21:55:00+00:00,62982.0,63163.3515625,62982.0,63034.921875,104474624
2026-07-05 22:00:00+00:00,63019.96875,63095.8203125,62945.890625,62994.80078125,200495104
2026-07-05 22:05:00+00:00,63007.55859375,63050.3203125,62958.9609375,62987.71875,187187200
2026-07-05 22:10:00+00:00,62992.0,63162.8984375,62986.1796875,63162.2890625,23091200
2026-07-05 22:15:00+00:00,63167.640625,63345.9296875,63130.76953125,63317.26171875,0
2026-07-05 22:20:00+00:00,63321.98046875,63554.37109375,63302.73046875,63491.12109375,251257856
2026-07-05 22:25:00+00:00,63476.2109375,63664.05859375,63441.83984375,63644.16015625,0
2026-07-05 22:30:00+00:00,63651.2890625,63843.890625,63558.87890625,63583.23828125,410247168
2026-07-05 22:35:00+00:00,63546.69140625,63629.640625,63492.0,63582.33984375,491835392
2026-07-05 22:40:00+00:00,63571.2109375,63584.01171875,63478.80078125,63501.828125,378553344
2026-07-05 22:45:00+00:00,63505.01171875,63635.23828125,63505.01171875,63530.0,49055744
2026-07-05 22:50:00+00:00,63504.78125,63586.58984375,63502.390625,63573.05859375,102418432
2026-07-05 22:55:00+00:00,63574.7109375,63688.171875,63521.921875,63682.0703125,16803840
2026-07-05 23:00:00+00:00,63669.76171875,63777.390625,63654.359375,63772.0,84826112
2026-07-05 23:05:00+00:00,63766.33984375,63794.71875,63700.0,63738.94140625,68933632
2026-07-05 23:10:00+00:00,63749.828125,63913.44140625,63749.828125,63909.19921875,0
2026-07-05 23:15:00+00:00,63935.98828125,63935.98828125,63839.16015625,63870.12109375,25841664
2026-07-05 23:20:00+00:00,63868.671875,63868.671875,63642.05078125,63642.05078125,216799232
2026-07-05 23:25:00+00:00,63645.1015625,63699.12109375,63609.26171875,63609.26171875,98557952
2026-07-05 23:30:00+00:00,63585.01171875,63650.23046875,63585.01171875,63586.828125,0
2026-07-05 23:35:00+00:00,63582.33984375,63624.2890625,63563.58984375,63592.76171875,179279872
2026-07-05 23:40:00+00:00,63594.98046875,63670.23046875,63592.6796875,63637.55078125,98539520
2026-07-05 23:45:00+00:00,63614.3203125,63622.73046875,63529.51953125,63569.1796875,0
2026-07-05 23:50:00+00:00,63572.73046875,63603.44921875,63518.73828125,63526.3984375,618514432
2026-07-05 23:55:00+00:00,63507.98828125,63595.421875,63507.98828125,63583.51953125,0
2026-07-06 00:00:00+00:00,63589.671875,63647.390625,63500.390625,63640.01171875,0
2026-07-06 00:05:00+00:00,63637.5390625,63637.5390625,63455.53125,63505.98046875,19337216
2026-07-06 00:10:00+00:00,63511.140625,63511.140625,63427.4609375,63509.58984375,52326400
2026-07-06 00:15:00+00:00,63536.26171875,63644.359375,63439.37109375,63439.37109375,245563392
2026-07-06 00:20:00+00:00,63436.25,63501.08984375,63405.98828125,63405.98828125,0
2026-07-06 00:25:00+00:00,63411.16015625,63447.8984375,63347.4296875,63347.4296875,34744320
2026-07-06 00:30:00+00:00,63338.0,63454.0,63296.21875,63409.98828125,0
2026-07-06 00:35:00+00:00,63398.71875,63534.87109375,63380.66015625,63482.01171875,695640064
2026-07-06 00:40:00+00:00,63498.640625,63584.5390625,63475.71875,63543.8203125,60893184
2026-07-06 00:45:00+00:00,63576.078125,63696.78125,63550.5,63624.0,0
2026-07-06 00:50:00+00:00,63641.48828125,63688.171875,63595.48046875,63595.48046875,75634688
2026-07-06 00:55:00+00:00,63592.94921875,63705.6484375,63576.0703125,63697.48046875,0
